Time (us),Voltage (V)
1918,30.76042048
1918.5,30.78065095
1919,30.75030525
1919.5,30.73007479
1920,30.69972909
1920.5,30.67949863
1921,30.67949863
1921.5,30.64915293
1922,30.65926816
1922.5,30.62892247
1923,30.64915293
1923.5,30.61880723
1924,30.57834631
1924.5,30.608692
1925,30.55811584
1925.5,30.53788538
1926,30.53788538
1926.5,30.49742445
1927,30.50753968
1927.5,30.48730922
1928,30.46707875
1928.5,30.48730922
1929,30.44684829
1929.5,30.45696352
1930,30.43673306
1930.5,30.43673306
1931,30.41650259
1931.5,30.40638736
1932,30.37604167
1932.5,30.3558112
1933,30.37604167
1933.5,30.36592643
1934,30.32546551
1934.5,30.29511981
1935,30.32546551
1935.5,30.32546551
1936,30.29511981
1936.5,29.68820589
1937,26.41087073
1937.5,24.08436737
1938,21.38360043
1938.5,20.53392094
1939,21.08014347
1939.5,21.36336996
1940,21.20152625
1940.5,21.21164148
1941,21.15095009
1941.5,21.17118056
1942,21.19141102
1942.5,21.21164148
1943,21.21164148
1943.5,21.18129579
1944,21.20152625
1944.5,21.17118056
1945,21.19141102
1945.5,21.21164148
1946,21.19141102
1946.5,21.20152625
1947,21.29256334
1947.5,21.21164148
1948,21.20152625
1948.5,21.20152625
1949,21.18129579
1949.5,21.20152625
1950,21.21164148
1950.5,21.19141102
1951,21.20152625
1951.5,21.19141102
1952,21.18129579
1952.5,21.20152625
1953,21.19141102
1953.5,21.17118056
1954,21.18129579
1954.5,21.19141102
1955,21.17118056
1955.5,21.18129579
1956,21.18129579
1956.5,21.14083486
1957,21.17118056
1957.5,21.16106532
1958,21.14083486
1958.5,21.15095009
1959,21.15095009
1959.5,21.13071963
1960,21.14083486
1960.5,21.14083486
1961,21.1206044
1961.5,21.1206044
1962,21.11048916
1962.5,21.1206044
1963,21.1206044
1963.5,21.0902587
1964,21.10037393
1964.5,21.0902587
1965,21.10037393
1965.5,21.03968254
1966,21.0902587
1966.5,21.08014347
1967,21.08014347
1967.5,21.08014347
1968,21.059913
1968.5,21.07002824
1969,21.03968254
1969.5,21.03968254
1970,21.04979777
1970.5,21.03968254
1971,21.04979777
1971.5,21.01945208
1972,21.00933684
1972.5,21.059913
1973,20.99922161
1973.5,20.99922161
1974,21.00933684
1974.5,20.98910638
1975,20.95876068
1975.5,20.97899115
1976,20.97899115
1976.5,20.98910638
1977,21.21164148
1977.5,23.8719475
1978,26.67386676
1978.5,28.88910256
1979,30.30523504
1979.5,31.18526023
1980,31.873096
1980.5,32.80369734
1981,32.96554106
1981.5,33.56233974
1982,33.84556624
1982.5,34.08833181
1983,34.32098214
1983.5,34.50305632
1984,34.71547619
1984.5,34.82674374
1985,34.98858745
1985.5,35.03916361
1986,35.10997024
1986.5,35.19089209
1987,35.18077686
1987.5,35.22123779
1988,35.20100733
1988.5,35.21112256
1989,35.1605464
1989.5,35.15043117
1990,35.15043117
1990.5,35.07962454
1991,35.04927885
1991.5,35.01893315
1992,34.94812653
1992.5,34.86720467
1993,34.83685897
1993.5,34.78628281
1994,34.71547619
1994.5,34.64466957
1995,34.59409341
1995.5,34.51317155
1996,34.46259539
1996.5,34.42213446
1997,34.35132784
1997.5,34.30075168
1998,34.26029075
1998.5,34.18948413
1999,34.09844704
1999.5,34.08833181
2000,33.99729472
2000.5,33.93660333
2001,33.87591194
2001.5,33.82533578
2002,33.77475962
2002.5,33.69383776
2003,33.6736073
2003.5,33.6129159
2004,33.56233974
2004.5,33.51176358
2005,33.43084173
2005.5,33.3903808
2006,33.31957418
2006.5,33.25888278
2007,33.27911325
2007.5,33.1375
2008,33.09703907
2008.5,33.03634768
2009,33.00600198
2009.5,32.93519536
2010,32.9149649
2010.5,32.8542735
2011,32.79358211
2011.5,32.77335165
2012,32.73289072
2012.5,32.69242979
2013,32.61150794
2013.5,32.56093178
2014,32.56093178
2014.5,32.50024038
2015,32.41931853
2015.5,32.4092033
2016,32.36874237
2016.5,32.29793574
2017,32.27770528
2017.5,32.24735958
2018,32.20689866
2018.5,32.20689866
2019,32.08551587
2019.5,32.08551587
2020,32.06528541
2020.5,32.01470925
2021,32.00459402
2021.5,31.92367216
2022,31.9034417
2022.5,31.86298077
2023,31.82251984
2023.5,31.80228938
2024,31.77194368
2024.5,31.74159799
2025,31.70113706
2025.5,31.70113706
2026,31.66067613
2026.5,31.61009997
2027,31.57975427
2027.5,31.55952381
2028,31.51906288
2028.5,31.48871719
2029,31.45837149
2029.5,31.43814103
2030,31.40779533
2030.5,31.37744963
2031,31.35721917
2031.5,31.33698871
2032,31.29652778
2032.5,31.28641255
2033,31.23583639
2033.5,31.21560592
2034,31.21560592
2034.5,31.16502976
2035,31.1144536
2035.5,31.15491453
2036,31.08410791
2036.5,31.10433837
2037,31.05376221
2037.5,31.04364698
2038,31.02341651
2038.5,31.00318605
2039,30.98295559
2039.5,30.96272512
2040,30.94249466
2040.5,30.91214896
2041,30.91214896
2041.5,30.87168803
2042,30.85145757
2042.5,30.85145757
2043,30.84134234
2043.5,30.80088141
2044,30.78065095
2044.5,30.79076618
2045,30.77053571
2045.5,30.74019002
2046,30.74019002
2046.5,30.73007479
2047,30.69972909
2047.5,30.69972909
2048,30.66938339
2048.5,30.6390377
2049,30.64915293
2049.5,30.62892247
2050,30.608692
2050.5,30.608692
2051,30.58846154
2051.5,30.56823107
2052,30.54800061
2052.5,30.54800061
2053,30.52777015
2053.5,30.49742445
2054,30.48730922
2054.5,30.48730922
2055,30.47719399
2055.5,30.48730922
2056,30.44684829
2056.5,30.40638736
2057,30.42661783
2057.5,30.39627213
2058,30.41650259
2058.5,30.37604167
2059,30.36592643
2059.5,30.3861569
2060,30.32546551
2060.5,30.33558074
2061,30.3558112
2061.5,30.33558074
2062,30.29511981
2062.5,30.33558074
2063,30.26477411
2063.5,30.25465888
2064,30.31535027
2064.5,30.22431319
2065,30.24454365
2065.5,30.25465888
2066,30.24454365
2066.5,30.20408272
2067,30.21419795
2067.5,30.20408272
2068,30.18385226
2068.5,30.18385226
2069,30.18385226
2069.5,30.15350656
2070,30.14339133
2070.5,30.11304563
2071,30.12316087
2071.5,30.11304563
2072,30.08269994
2072.5,30.1029304
2073,30.1029304
2073.5,30.06246947
2074,30.05235424
2074.5,30.07258471
2075,30.04223901
2075.5,30.04223901
2076,30.03212378
2076.5,30.03212378
2077,30.02200855
2077.5,29.98154762
2078,30.00177808
2078.5,29.98154762
2079,29.97143239
2079.5,29.97143239
2080,29.96131716
2080.5,29.94108669
2081,29.8803953
2081.5,29.93097146
2082,29.910741
2082.5,29.93097146
2083,29.90062576
2083.5,29.8803953
2084,29.89051053
2084.5,29.8803953
2085,29.89051053
2085.5,29.89051053
2086,29.8500496
2086.5,29.86016484
2087,29.83993437
2087.5,29.81970391
2088,29.8500496
2088.5,29.81970391
2089,29.82981914
2089.5,29.81970391
2090,29.79947344
2090.5,29.80958868
2091,29.78935821
2091.5,29.76912775
2092,29.75901252
2092.5,29.78935821
2093,29.75901252
2093.5,29.73878205
2094,29.75901252
2094.5,29.74889728
2095,29.73878205
2095.5,29.73878205
2096,29.73878205
2096.5,29.70843636
2097,29.69832112
2097.5,29.69832112
2098,29.69832112
2098.5,29.68820589
2099,29.68820589
2099.5,29.68820589
2100,29.6578602
2100.5,29.63762973
2101,29.66797543
2101.5,29.64774496
2102,29.61739927
2102.5,29.63762973
2103,29.64774496
2103.5,29.6275145
2104,29.5971688
2104.5,29.61739927
2105,29.61739927
2105.5,29.5971688
2106,29.57693834
2106.5,29.60728404
2107,29.58705357
2107.5,29.57693834
2108,29.56682311
2108.5,29.57693834
2109,29.54659264
2109.5,29.57693834
2110,29.54659264
2110.5,29.54659264
2111,29.53647741
2111.5,29.53647741
2112,29.51624695
2112.5,29.50613172
2113,29.51624695
2113.5,29.49601648
2114,29.50613172
2114.5,29.48590125
2115,29.49601648
2115.5,29.47578602
2116,29.47578602
2116.5,29.44544032
2117,29.46567079
2117.5,29.45555556
2118,29.46567079
2118.5,29.45555556
2119,29.43532509
2119.5,29.45555556
2120,29.42520986
2120.5,29.42520986
2121,29.43532509
2121.5,29.41509463
2122,29.4049794
2122.5,29.41509463
2123,29.41509463
2123.5,29.39486416
2124,29.38474893
2124.5,29.36451847
2125,29.38474893
2125.5,29.39486416
2126,29.38474893
2126.5,29.3746337
2127,29.38474893
2127.5,29.36451847
2128,29.35440324
2128.5,29.36451847
2129,29.32405754
2129.5,29.344288
2130,29.344288
2130.5,29.344288
2131,29.33417277
2131.5,29.32405754
2132,29.30382708
2132.5,29.31394231
2133,29.31394231
2133.5,29.29371184
2134,29.35440324
2134.5,29.30382708
2135,29.27348138
2135.5,29.29371184
2136,29.28359661
2136.5,29.28359661
2137,29.28359661
2137.5,29.27348138
2138,29.26336615
2138.5,29.26336615
2139,29.25325092
2139.5,29.24313568
2140,29.28359661
2140.5,29.22290522
2141,29.24313568
2141.5,29.24313568
2142,29.25325092
2142.5,29.23302045
2143,29.21278999
2143.5,29.22290522
2144,29.20267476
2144.5,29.21278999
2145,29.20267476
2145.5,29.20267476
2146,29.18244429
2146.5,29.21278999
2147,29.18244429
2147.5,29.18244429
2148,29.21278999
2148.5,29.20267476
2149,29.18244429
2149.5,29.18244429
2150,29.20267476
2150.5,29.19255952
2151,29.17232906
2151.5,29.17232906
2152,29.17232906
2152.5,29.16221383
2153,29.16221383
2153.5,29.14198336
2154,29.17232906
2154.5,29.13186813
2155,29.1520986
2155.5,29.16221383
2156,29.13186813
2156.5,29.16221383
2157,29.13186813
2157.5,29.14198336
2158,29.1217529
2158.5,29.14198336
2159,29.13186813
2159.5,29.06106151
2160,29.1217529
2160.5,29.0914072
2161,29.11163767
2161.5,29.10152244
2162,29.08129197
2162.5,29.10152244
2163,29.11163767
2163.5,29.10152244
2164,29.08129197
2164.5,29.0914072
2165,29.0914072
2165.5,29.08129197
2166,29.08129197
2166.5,29.08129197
2167,29.10152244
2167.5,29.06106151
2168,29.07117674
2168.5,29.07117674
2169,29.08129197
2169.5,29.06106151
2170,29.07117674
2170.5,29.06106151
2171,29.0914072
2171.5,29.06106151
2172,29.06106151
2172.5,29.06106151
2173,29.07117674
2173.5,29.03071581
2174,29.05094628
2174.5,29.03071581
2175,29.03071581
2175.5,29.02060058
2176,29.02060058
2176.5,29.03071581
2177,29.04083104
2177.5,29.02060058
2178,29.05094628
2178.5,29.02060058
2179,29.02060058
2179.5,29.02060058
2180,29.06106151
2180.5,28.98013965
2181,29.02060058
2181.5,29.02060058
2182,29.04083104
2182.5,29.03071581
2183,29.01048535
2183.5,29.01048535
2184,29.03071581
2184.5,29.00037012
2185,29.01048535
2185.5,29.03071581
2186,28.98013965
2186.5,29.00037012
2187,29.01048535
2187.5,29.00037012
2188,29.02060058
2188.5,29.00037012
2189,29.00037012
2189.5,28.99025488
2190,29.00037012
2190.5,28.98013965
2191,28.99025488
2191.5,28.98013965
2192,28.95990919
2192.5,29.00037012
2193,28.99025488
2193.5,28.97002442
2194,28.99025488
2194.5,28.97002442
2195,28.97002442
2195.5,28.97002442
2196,28.98013965
2196.5,28.93967872
2197,28.97002442
2197.5,28.98013965
2198,28.97002442
2198.5,28.95990919
2199,28.97002442
2199.5,28.95990919
2200,28.97002442
2200.5,28.95990919
2201,28.94979396
2201.5,28.97002442
2202,28.97002442
2202.5,28.98013965
2203,28.94979396
2203.5,28.98013965
2204,28.93967872
2204.5,28.94979396
2205,28.94979396
2205.5,28.94979396
2206,28.94979396
2206.5,28.94979396
2207,28.92956349
2207.5,28.93967872
2208,28.93967872
2208.5,28.94979396
2209,28.93967872
2209.5,28.94979396
2210,28.92956349
2210.5,28.91944826
2211,28.94979396
2211.5,28.93967872
2212,28.93967872
2212.5,28.99025488
2213,28.91944826
2213.5,28.92956349
2214,28.92956349
2214.5,28.91944826
2215,28.91944826
2215.5,28.92956349
2216,28.91944826
2216.5,28.91944826
2217,28.91944826
2217.5,28.8992178
2218,28.8992178
2218.5,28.93967872
2219,28.90933303
2219.5,28.93967872
2220,28.91944826
2220.5,28.93967872
2221,28.91944826
2221.5,28.8992178
2222,28.91944826
2222.5,28.95990919
2223,28.90933303
2223.5,28.91944826
2224,28.90933303
2224.5,28.91944826
2225,28.91944826
2225.5,28.90933303
2226,28.91944826
2226.5,28.90933303
2227,28.90933303
2227.5,28.8992178
2228,28.8992178
2228.5,28.90933303
2229,28.90933303
2229.5,28.8992178
2230,28.8992178
2230.5,28.90933303
2231,28.91944826
2231.5,28.88910256
2232,28.87898733
2232.5,28.90933303
2233,28.88910256
2233.5,28.8992178
2234,28.88910256
2234.5,28.8688721
2235,28.88910256
2235.5,28.85875687
2236,28.88910256
2236.5,28.88910256
2237,28.8688721
2237.5,28.8688721
2238,28.87898733
2238.5,28.88910256
2239,28.88910256
2239.5,28.88910256
2240,28.87898733
2240.5,28.8688721
2241,28.88910256
2241.5,28.88910256
2242,28.8688721
2242.5,28.93967872
2243,28.8688721
2243.5,28.8992178
2244,28.87898733
2244.5,28.85875687
2245,28.87898733
2245.5,28.88910256
2246,28.8688721
2246.5,28.8688721
2247,28.85875687
2247.5,28.8688721
2248,28.8688721
2248.5,28.85875687
2249,28.85875687
2249.5,28.87898733
2250,28.85875687
2250.5,28.84864164
2251,28.8385264
2251.5,28.85875687
2252,28.84864164
2252.5,28.8385264
2253,28.84864164
2253.5,28.84864164
2254,28.8385264
2254.5,28.85875687
2255,28.84864164
2255.5,28.84864164
2256,28.84864164
2256.5,28.84864164
2257,28.84864164
2257.5,28.8385264
2258,28.82841117
2258.5,28.8385264
2259,28.81829594
2259.5,28.8385264
2260,28.81829594
2260.5,28.8385264
2261,28.95990919
2261.5,28.80818071
2262,28.84864164
2262.5,28.8385264
2263,28.85875687
2263.5,28.81829594
2264,28.8385264
2264.5,28.82841117
2265,28.81829594
2265.5,28.82841117
2266,28.8385264
2266.5,28.82841117
2267,28.79806548
2267.5,28.80818071
2268,28.8385264
2268.5,28.8385264
2269,28.80818071
2269.5,28.82841117
2270,28.81829594
2270.5,28.80818071
2271,28.82841117
2271.5,28.82841117
2272,28.81829594
2272.5,28.81829594
2273,28.81829594
2273.5,28.80818071
2274,28.82841117
2274.5,28.78795024
2275,28.8385264
2275.5,28.80818071
2276,28.79806548
2276.5,28.82841117
2277,28.80818071
2277.5,28.79806548
2278,28.80818071
2278.5,28.82841117
2279,28.80818071
2279.5,28.79806548
2280,28.80818071
2280.5,28.78795024
2281,28.80818071
2281.5,28.80818071
2282,28.80818071
2282.5,28.80818071
2283,28.79806548
2283.5,28.80818071
2284,28.81829594
2284.5,28.79806548
2285,28.80818071
2285.5,28.81829594
2286,28.80818071
2286.5,28.80818071
2287,28.80818071
2287.5,28.80818071
2288,28.81829594
2288.5,28.79806548
2289,28.77783501
2289.5,28.80818071
2290,28.77783501
2290.5,28.82841117
2291,28.82841117
2291.5,28.78795024
2292,28.79806548
2292.5,28.78795024
2293,28.79806548
2293.5,28.79806548
2294,28.79806548
2294.5,28.78795024
2295,28.80818071
2295.5,28.77783501
2296,28.77783501
2296.5,28.79806548
2297,28.80818071
2297.5,28.79806548
2298,28.80818071
2298.5,28.79806548
2299,28.77783501
2299.5,28.79806548
2300,28.79806548
2300.5,28.76771978
2301,28.80818071
2301.5,28.81829594
2302,28.75760455
2302.5,28.79806548
2303,28.80818071
2303.5,28.81829594
2304,28.78795024
2304.5,28.77783501
2305,28.81829594
2305.5,28.77783501
2306,28.78795024
2306.5,28.79806548
2307,28.77783501
2307.5,28.78795024
2308,28.78795024
2308.5,28.79806548
2309,28.80818071
2309.5,28.77783501
2310,28.80818071
2310.5,28.75760455
2311,28.78795024
2311.5,28.80818071
2312,28.76771978
2312.5,28.78795024
2313,28.77783501
2313.5,28.79806548
2314,28.79806548
2314.5,28.79806548
2315,28.79806548
2315.5,28.82841117
2316,28.79806548
2316.5,28.78795024
2317,28.80818071
2317.5,28.80818071
2318,28.81829594
2318.5,28.76771978
2319,28.78795024
2319.5,28.78795024
2320,28.79806548
2320.5,28.77783501
2321,28.81829594
2321.5,28.78795024
2322,28.79806548
2322.5,28.79806548
2323,28.78795024
2323.5,28.80818071
2324,28.78795024
2324.5,28.79806548
2325,28.78795024
2325.5,28.78795024
2326,28.77783501
2326.5,28.76771978
2327,28.78795024
2327.5,28.78795024
2328,28.80818071
2328.5,28.78795024
2329,28.77783501
2329.5,28.80818071
2330,28.78795024
2330.5,28.76771978
2331,28.78795024
2331.5,28.76771978
2332,28.77783501
2332.5,28.80818071
2333,28.75760455
2333.5,28.78795024
2334,28.78795024
2334.5,28.76771978
2335,28.77783501
2335.5,28.78795024
2336,28.78795024
2336.5,28.79806548
2337,28.77783501
2337.5,28.77783501
2338,28.77783501
2338.5,28.78795024
2339,28.78795024
2339.5,28.75760455
2340,28.80818071
2340.5,28.77783501
2341,28.76771978
2341.5,28.78795024
2342,28.77783501
2342.5,28.77783501
2343,28.78795024
2343.5,28.79806548
2344,28.78795024
2344.5,28.77783501
2345,28.79806548
2345.5,28.76771978
2346,28.77783501
2346.5,28.77783501
2347,28.80818071
2347.5,28.77783501
2348,28.77783501
2348.5,28.78795024
2349,28.76771978
2349.5,28.77783501
2350,28.75760455
2350.5,28.80818071
2351,28.75760455
2351.5,28.76771978
2352,28.78795024
2352.5,28.77783501
2353,28.77783501
2353.5,28.77783501
2354,28.78795024
2354.5,28.75760455
2355,28.77783501
2355.5,28.77783501
2356,28.77783501
2356.5,28.77783501
2357,28.75760455
2357.5,28.74748932
2358,28.80818071
2358.5,28.77783501
2359,28.74748932
2359.5,28.78795024
2360,28.75760455
2360.5,28.79806548
2361,28.77783501
2361.5,28.77783501
2362,28.77783501
2362.5,28.80818071
2363,28.75760455
2363.5,28.77783501
2364,28.77783501
2364.5,28.77783501
2365,28.75760455
2365.5,28.78795024
2366,28.74748932
2366.5,28.76771978
2367,28.77783501
2367.5,28.76771978
2368,28.77783501
2368.5,28.77783501
2369,28.76771978
2369.5,28.74748932
2370,28.77783501
2370.5,28.75760455
2371,28.77783501
2371.5,28.74748932
2372,28.73737408
2372.5,28.75760455
2373,28.75760455
2373.5,28.75760455
2374,28.74748932
2374.5,28.76771978
2375,28.73737408
2375.5,28.76771978
2376,28.75760455
2376.5,28.75760455
2377,28.77783501
2377.5,28.76771978
2378,28.76771978
2378.5,28.76771978
2379,28.74748932
2379.5,28.76771978
2380,28.74748932
2380.5,28.74748932
2381,28.82841117
2381.5,28.74748932
2382,28.77783501
2382.5,28.71714362
2383,28.74748932
2383.5,28.76771978
2384,28.76771978
2384.5,28.75760455
2385,28.74748932
2385.5,28.74748932
2386,28.72725885
2386.5,28.76771978
2387,28.72725885
2387.5,28.72725885
2388,28.75760455
2388.5,28.74748932
2389,28.73737408
2389.5,28.77783501
2390,28.74748932
2390.5,28.74748932
2391,28.76771978
2391.5,28.74748932
2392,28.77783501
2392.5,28.74748932
2393,28.74748932
2393.5,28.73737408
2394,28.73737408
2394.5,28.72725885
2395,28.75760455
2395.5,28.74748932
2396,28.74748932
2396.5,28.74748932
2397,28.75760455
2397.5,28.72725885
2398,28.75760455
2398.5,28.75760455
2399,28.73737408
2399.5,28.81829594
2400,28.75760455
2400.5,28.73737408
2401,28.72725885
2401.5,28.73737408
2402,28.73737408
2402.5,28.74748932
2403,28.72725885
2403.5,28.73737408
2404,28.73737408
2404.5,28.75760455
2405,28.75760455
2405.5,28.75760455
2406,28.77783501
2406.5,28.77783501
2407,28.77783501
2407.5,28.75760455
2408,28.76771978
2408.5,28.74748932
2409,28.73737408
2409.5,28.76771978
2410,28.75760455
2410.5,28.75760455
2411,28.75760455
2411.5,28.74748932
2412,28.75760455
2412.5,28.76771978
2413,28.74748932
2413.5,28.72725885
2414,28.74748932
2414.5,28.74748932
2415,28.74748932
2415.5,28.71714362
2416,28.72725885
2416.5,28.74748932
2417,28.74748932
2417.5,28.74748932
2418,28.73737408
2418.5,28.73737408
2419,28.73737408
2419.5,28.73737408
2420,28.74748932
2420.5,28.75760455
2421,28.75760455
2421.5,28.74748932
2422,28.77783501
2422.5,28.74748932
2423,28.76771978
2423.5,28.76771978
2424,28.76771978
2424.5,28.76771978
2425,28.74748932
2425.5,28.74748932
2426,28.73737408
2426.5,28.74748932
2427,28.73737408
2427.5,28.73737408
2428,28.76771978
2428.5,28.74748932
2429,28.75760455
2429.5,28.78795024
2430,28.77783501
2430.5,28.75760455
2431,28.75760455
2431.5,28.75760455
2432,28.75760455
2432.5,28.75760455
2433,28.73737408
2433.5,28.73737408
2434,28.74748932
2434.5,28.73737408
2435,28.75760455
2435.5,28.76771978
2436,28.75760455
2436.5,27.95850122
2437,25.54096078
2437.5,22.61765873
2438,20.25069444
2438.5,21.24198718
2439,21.43417659
2439.5,21.30267857
2440,21.30267857
2440.5,21.3127938
2441,21.26221764
2441.5,21.32290904
2442,21.29256334
2442.5,21.29256334
2443,21.28244811
2443.5,21.30267857
2444,21.30267857
2444.5,21.29256334
2445,21.3127938
2445.5,21.28244811
2446,21.3127938
2446.5,21.29256334
2447,21.27233288
2447.5,21.30267857
2448,21.30267857
2448.5,21.30267857
2449,21.28244811
2449.5,21.32290904
2450,21.28244811
2450.5,21.28244811
2451,21.3127938
2451.5,21.28244811
2452,21.30267857
2452.5,21.29256334
2453,21.28244811
2453.5,21.28244811
2454,21.29256334
2454.5,21.26221764
2455,21.27233288
2455.5,21.25210241
2456,21.25210241
2456.5,21.25210241
2457,21.26221764
2457.5,21.22175672
2458,21.25210241
2458.5,21.25210241
2459,21.24198718
2459.5,21.29256334
2460,21.24198718
2460.5,21.22175672
2461,21.21164148
2461.5,21.20152625
2462,21.21164148
2462.5,21.21164148
2463,21.22175672
2463.5,21.16106532
2464,21.19141102
2464.5,21.22175672
2465,21.17118056
2465.5,21.17118056
2466,21.15095009
2466.5,21.18129579
2467,21.18129579
2467.5,21.16106532
2468,21.15095009
2468.5,21.15095009
2469,21.14083486
2469.5,21.15095009
2470,21.13071963
2470.5,21.14083486
2471,21.1206044
2471.5,21.1206044
2472,21.1206044
2472.5,21.1206044
2473,21.11048916
2473.5,21.059913
2474,21.10037393
2474.5,21.10037393
2475,21.1206044
2475.5,21.059913
2476,21.04979777
2476.5,21.07002824
2477,21.52521368
2477.5,24.38782433
2478,26.69409722
2478.5,28.34288004
2479,29.67809066
2479.5,30.31535027
2480,31.13468407
2480.5,31.41791056
2481,32.09563111
2481.5,32.1563225
2482,32.50024038
2482.5,32.78346688
2483,32.96554106
2483.5,33.14761523
2484,33.32968941
2484.5,33.48141789
2485,33.60280067
2485.5,33.74441392
2486,33.82533578
2486.5,33.90625763
2487,33.94671856
2487.5,33.98717949
2488,34.01752518
2488.5,33.99729472
2489,33.99729472
2489.5,34.00740995
2490,33.96694902
2490.5,33.90625763
2491,33.87591194
2491.5,33.84556624
2492,33.80510531
2492.5,33.74441392
2493,33.68372253
2493.5,33.65337683
2494,33.58257021
2494.5,33.56233974
2495,33.45107219
2495.5,33.45107219
2496,33.3903808
2496.5,33.33980464
2497,33.26899802
2497.5,33.22853709
2498,33.17796093
2498.5,33.11726954
2499,33.04646291
2499.5,32.99588675
2500,32.95542582
2500.5,32.90484966
2501,32.83404304
2501.5,32.77335165
2502,32.75312118
2502.5,32.68231456
2503,32.65196886
2503.5,32.59127747
2504,32.55081654
2504.5,32.49012515
2505,32.46989469
2505.5,32.3788576
2506,32.32828144
2506.5,32.28782051
2507,32.22712912
2507.5,32.18666819
2508,32.13609203
2508.5,32.08551587
2509,32.03493971
2509.5,32.01470925
2510,31.98436355
2510.5,31.92367216
2511,31.89332647
2511.5,31.85286554
2512,31.80228938
2512.5,31.75171322
2513,31.72136752
2513.5,31.69102183
2514,31.6505609
2514.5,31.59998474
2515,31.53929335
2515.5,31.53929335
2516,31.48871719
2516.5,31.44825626
2517,31.42802579
2517.5,31.3673344
2518,31.34710394
2518.5,31.34710394
2519,31.27629731
2519.5,31.26618208
2520,31.21560592
2520.5,31.19537546
2521,31.16502976
2521.5,31.12456883
2522,31.09422314
2522.5,31.06387744
2523,31.04364698
2523.5,31.00318605
2524,30.99307082
2524.5,30.92226419
2525,30.94249466
2525.5,30.88180327
2526,30.8919185
2526.5,30.85145757
2527,30.84134234
2527.5,30.79076618
2528,30.78065095
2528.5,30.71995955
2529,30.70984432
2529.5,30.68961386
2530,30.66938339
2530.5,30.65926816
2531,30.61880723
2531.5,30.61880723
2532,30.57834631
2532.5,30.56823107
2533,30.54800061
2533.5,30.48730922
2534,30.48730922
2534.5,30.46707875
2535,30.46707875
2535.5,30.42661783
2536,30.39627213
2536.5,30.39627213
2537,30.37604167
2537.5,30.34569597
